match_date,match_time,final_score,home_team,away_team,goals,season,round
2. april 2022,15:00,0:2,Queens Park Rangers,Fulham FC,"{'14': 'away', '78': 'away'}",2021-2022,40
2. april 2022,15:00,1:0,Stoke City,Sheffield United,{'77': 'home'},2021-2022,40
3. april 2022,15:00,1:0,Birmingham City,West Bromwich Albion,{'67': 'home'},2021-2022,40
9. april 2022,12:45,0:0,Sheffield United,AFC Bournemouth,,2021-2022,41
9. april 2022,15:00,1:1,Blackburn Rovers,Blackpool FC,"{'10': 'home', '48': 'away'}",2021-2022,41
9. april 2022,15:00,1:1,Bristol City,Peterborough United,"{'43': 'home', '65': 'away'}",2021-2022,41
9. april 2022,15:00,0:1,Middlesbrough FC,Hull City,{'74': 'away'},2021-2022,41
9. april 2022,15:00,4:1,Millwall FC,Barnsley FC,"{'31': 'home', '47': 'home', '49': 'away', '58': 'home', '72': 'home'}",2021-2022,41
9. april 2022,15:00,1:2,Reading FC,Cardiff City,"{'7': 'home', '59': 'away', '85': 'away'}",2021-2022,41
9. april 2022,15:00,2:0,Nottingham Forest,Birmingham City,"{'5': 'home', '79': 'home'}",2021-2022,41
9. april 2022,15:00,2:1,Preston North End,Queens Park Rangers,"{'42': 'home', '50': 'home', '90': 'away'}",2021-2022,41
9. april 2022,15:00,2:1,Swansea City,Derby County,"{'8': 'home', '16': 'home', '22': 'away'}",2021-2022,41
9. april 2022,15:00,1:3,West Bromwich Albion,Stoke City,"{'16': 'away', '59': 'away', '73': 'home', '90': 'away'}",2021-2022,41
10. april 2022,15:00,1:3,Fulham FC,Coventry City,"{'20': 'away', '24': 'away', '82': 'home', '90': 'away'}",2021-2022,41
11. april 2022,19:45,2:0,Huddersfield Town,Luton Town,"{'59': 'home', '89': 'home'}",2021-2022,41
15. april 2022,12:30,1:0,Luton Town,Nottingham Forest,{'37': 'home'},2021-2022,42
15. april 2022,15:00,0:0,AFC Bournemouth,Middlesbrough FC,,2021-2022,42
15. april 2022,15:00,2:4,Birmingham City,Coventry City,"{'12': 'home', '39': 'home', '40': 'away', '45': 'away', '71': 'away', '90': 'away'}",2021-2022,42
15. april 2022,15:00,2:1,Hull City,Cardiff City,"{'8': 'home', '11': 'home', '81': 'away'}",2021-2022,42
15. april 2022,15:00,2:1,Peterborough United,Blackburn Rovers,"{'77': 'away', '83': 'home', '87': 'home'}",2021-2022,42
15. april 2022,15:00,1:1,Preston North End,Millwall FC,"{'6': 'home', '22': 'away'}",2021-2022,42
15. april 2022,15:00,1:2,Sheffield United,Reading FC,"{'17': 'away', '90': 'away'}",2021-2022,42
15. april 2022,15:00,0:1,Stoke City,Bristol City,{'84': 'away'},2021-2022,42
15. april 2022,15:00,1:1,Swansea City,Barnsley FC,"{'54': 'away', '64': 'home'}",2021-2022,42
15. april 2022,15:00,2:1,West Bromwich Albion,Blackpool FC,"{'42': 'home', '53': 'away', '90': 'home'}",2021-2022,42
15. april 2022,17:30,2:2,Huddersfield Town,Queens Park Rangers,"{'6': 'home', '43': 'away', '53': 'home', '58': 'away'}",2021-2022,42
15. april 2022,20:00,2:1,Derby County,Fulham FC,"{'20': 'away', '51': 'home', '73': 'home'}",2021-2022,42
18. april 2022,12:30,0:2,Middlesbrough FC,Huddersfield Town,"{'41': 'away', '60': 'away'}",2021-2022,43
18. april 2022,15:00,0:1,Blackburn Rovers,Stoke City,{'4': 'away'},2021-2022,43
18. april 2022,15:00,6:1,Blackpool FC,Birmingham City,"{'3': 'home', '14': 'home', '40': 'home', '56': 'home', '63': 'away', '85': 'home', '90': 'home'}",2021-2022,43
18. april 2022,15:00,0:1,Cardiff City,Luton Town,{'71': 'away'},2021-2022,43
18. april 2022,15:00,0:3,Coventry City,AFC Bournemouth,"{'12': 'away', '45': 'away', '55': 'away'}",2021-2022,43
18. april 2022,15:00,0:2,Barnsley FC,Peterborough United,"{'25': 'away', '75': 'away'}",2021-2022,43
18. april 2022,15:00,2:1,Millwall FC,Hull City,"{'51': 'home', '55': 'home', '87': 'away'}",2021-2022,43
18. april 2022,15:00,4:4,Reading FC,Swansea City,"{'3': 'home', '6': 'away', '12': 'away', '45': 'away', '58': 'away', '61': 'home', '71': 'home', '90': 'home'}",2021-2022,43
18. april 2022,15:00,1:0,Queens Park Rangers,Derby County,{'88': 'home'},2021-2022,43
18. april 2022,17:30,1:1,Bristol City,Sheffield United,"{'49': 'home', '60': 'away'}",2021-2022,43
18. april 2022,20:00,4:0,Nottingham Forest,West Bromwich Albion,"{'19': 'home', '23': 'home', '45': 'home', '90': 'home'}",2021-2022,43
19. april 2022,19:45,3:0,Fulham FC,Preston North End,"{'9': 'home', '34': 'home', '41': 'home'}",2021-2022,43
22. april 2022,19:45,2:1,Huddersfield Town,Barnsley FC,"{'4': 'home', '45': 'home', '90': 'away'}",2021-2022,44
23. april 2022,12:30,1:1,Luton Town,Blackpool FC,"{'2': 'home', '55': 'away'}",2021-2022,44
23. april 2022,15:00,1:1,AFC Bournemouth,Fulham FC,"{'56': 'away', '90': 'home'}",2021-2022,44
23. april 2022,15:00,2:2,Birmingham City,Millwall FC,"{'47': 'home', '68': 'away', '79': 'home', '90': 'away'}",2021-2022,44
23. april 2022,15:00,1:3,Derby County,Bristol City,"{'10': 'away', '38': 'away', '61': 'home', '79': 'away'}",2021-2022,44
23. april 2022,15:00,3:0,Hull City,Reading FC,"{'40': 'home', '53': 'home', '90': 'home'}",2021-2022,44
23. april 2022,15:00,0:1,Peterborough United,Nottingham Forest,{'45': 'away'},2021-2022,44
23. april 2022,15:00,1:0,Sheffield United,Cardiff City,{'47': 'home'},2021-2022,44
23. april 2022,15:00,1:0,Stoke City,Queens Park Rangers,{'45': 'home'},2021-2022,44
23. april 2022,15:00,1:1,Swansea City,Middlesbrough FC,"{'46': 'away', '48': 'home'}",2021-2022,44
23. april 2022,15:00,0:0,West Bromwich Albion,Coventry City,,2021-2022,44
25. april 2022,19:30,1:4,Preston North End,Blackburn Rovers,"{'9': 'away', '12': 'away', '29': 'home', '37': 'away', '52': 'away'}",2021-2022,44
29. april 2022,19:45,1:3,Queens Park Rangers,Sheffield United,"{'31': 'home', '54': 'away', '73': 'away', '90': 'away'}",2021-2022,45
30. april 2022,12:30,1:3,Barnsley FC,Preston North End,"{'17': 'home', '23': 'away', '54': 'away', '74': 'away'}",2021-2022,45
30. april 2022,15:00,0:3,Blackburn Rovers,AFC Bournemouth,"{'21': 'away', '70': 'away', '79': 'away'}",2021-2022,45
30. april 2022,15:00,0:2,Blackpool FC,Derby County,"{'73': 'away', '82': 'away'}",2021-2022,45
30. april 2022,15:00,5:0,Bristol City,Hull City,"{'5': 'home', '33': 'home', '35': 'home', '54': 'home', '82': 'home'}",2021-2022,45
30. april 2022,15:00,1:1,Cardiff City,Birmingham City,"{'22': 'away', '82': 'home'}",2021-2022,45
30. april 2022,15:00,1:2,Coventry City,Huddersfield Town,"{'45': 'away', '79': 'away', '90': 'home'}",2021-2022,45
30. april 2022,15:00,3:1,Middlesbrough FC,Stoke City,"{'21': 'home', '25': 'home', '72': 'home', '90': 'away'}",2021-2022,45
30. april 2022,15:00,3:0,Millwall FC,Peterborough United,"{'53': 'home', '73': 'home', '76': 'home'}",2021-2022,45
30. april 2022,15:00,0:1,Reading FC,West Bromwich Albion,{'78': 'away'},2021-2022,45
30. april 2022,15:00,5:1,Nottingham Forest,Swansea City,"{'22': 'home', '28': 'away', '48': 'home', '52': 'home', '69': 'home', '84': 'home'}",2021-2022,45
2. may 2022,17:15,7:0,Fulham FC,Luton Town,"{'29': 'home', '39': 'home', '54': 'home', '62': 'home', '65': 'home', '79': 'home', '90': 'home'}",2021-2022,45
7. may 2022,12:30,1:0,AFC Bournemouth,Millwall FC,{'81': 'home'},2021-2022,46
7. may 2022,12:30,1:2,Birmingham City,Blackburn Rovers,"{'29': 'away', '45': 'away', '78': 'home'}",2021-2022,46
7. may 2022,12:30,0:1,Derby County,Cardiff City,{'55': 'away'},2021-2022,46
7. may 2022,12:30,2:0,Huddersfield Town,Bristol City,"{'33': 'home', None: 'home'}",2021-2022,46
7. may 2022,12:30,1:1,Hull City,Nottingham Forest,{'90': 'home'},2021-2022,46
7. may 2022,12:30,1:0,Luton Town,Reading FC,{'45': 'home'},2021-2022,46
7. may 2022,12:30,5:0,Peterborough United,Blackpool FC,"{'36': 'home', '62': 'home', '70': 'home', '85': 'home', '89': 'home'}",2021-2022,46
7. may 2022,12:30,4:1,Preston North End,Middlesbrough FC,"{'24': 'home', '35': 'home', '48': 'away', '53': 'home', '74': 'home'}",2021-2022,46
7. may 2022,12:30,4:0,Sheffield United,Fulham FC,"{'10': 'home', '21': 'home', '25': 'home', '49': 'home'}",2021-2022,46
7. may 2022,12:30,1:1,Stoke City,Coventry City,"{'14': 'away', '43': 'home'}",2021-2022,46
7. may 2022,12:30,0:1,Swansea City,Queens Park Rangers,{'80': 'away'},2021-2022,46
7. may 2022,12:30,4:0,West Bromwich Albion,Barnsley FC,"{'37': 'home', '40': 'home', '52': 'home', '60': 'home'}",2021-2022,46
